tipo,severidad,clave,nombre_en_fuente,detalle,consecuencia,resolucion,en_poblacion_uft,coocurren_en_publicaciones,n_publicaciones_sin_otra_deteccion
P-05_scopus_id_con_multiples_nombres,media,57704188000,"Campos, Zócimo","Campos, Zócimo|Campos-Jaque, Zocimo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55884627800,"Sepulveda, Ilson","Sepulveda, Ilson|Sepúlveda A, Ilson",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57189060868,"Jannas-Vela, Sebastian","Jannas-Vela, Sebastian|Jannas-Vela, Sebastián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57201028146,"Iruretagoyena, Barbara","Iruretagoyena, Barbara|Iruretagoyena, Bárbara",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57203899226,"Hardy, N.","Hardy, N.|Hardy, Nicolás",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57205321300,"Guiñez, Nataly A.","Guiñez, Nataly A.|Guiñez-Cabrera, Nataly",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58102902300,"Cuéllar Bernal, Daniel","Cuéllar Bernal, Daniel|Cuéllar-Bernal, Daniel",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56114934100,"Millet, Gregoire P.","Millet, Gregoire P.|Millet, Grégoire P.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57226107208,"Álvarez, Carolina","Álvarez, Carolina|Álvarez-Valdés, Carolina",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,23995030100,"Garcia-Diaz, Diego F.","Garcia-Diaz, Diego F.|Garcia-Diaz, Diego Fernando",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,41761002000,"Benavides, Sergio","Benavides, Sergio|Benavides-Valenzuela, Sergio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56659501700,"Rojas-Navarro, Sebastian","Rojas-Navarro, Sebastian|Rojas-Navarro, Sebastián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56087752400,"Massa, Angela Arenas","Massa, Angela Arenas|Massa, Ángela Arenas",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58284106300,"Araujo, José Torrealba","Araujo, José Torrealba|Torrealba, José",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57223288099,"Franco-O´Byrne, Daniel","Franco-O´Byrne, Daniel|Franco-O’Byrne, Daniel",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55927219500,"Coronado-Munoz, Alvaro","Coronado-Munoz, Alvaro|Munoz, Álvaro Coronado",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57226375250,"Macho, Roberto A. Macchiavello","Macho, Roberto A. Macchiavello|Macho, Roberto Macchiavello",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58532149400,"Menin, Amanda I. Wosiack","Menin, Amanda I. Wosiack|Menin, Amanda Wosiack",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58533004700,"Irarrázaval, Cristian A. Arriagada","Irarrázaval, Cristian A. Arriagada|Irarrázaval, Cristián Arriagada",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57194732185,"Morales Sepúlveda, Juan Pablo","Morales Sepúlveda, Juan Pablo|Morales-Sepulveda, Juan Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58289089200,"Lopez, Esteban","Lopez, Esteban|López, Esteban",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55971413200,"Guerra, Paula","Guerra, Paula|Zamora, Paula Guerra",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58640172400,"Lechuga, Hernán","Lechuga, Hernán|Lechuga, Hernán E.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57908798200,"Ramirez, Yenny","Ramirez, Yenny|Ramírez, Yenny",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
I-06_autor_con_multiples_unidades,media,Mujika I.,Mujika I.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Mariotti-Celis M.S.,Mariotti-Celis M.S.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Yanine F.F.,Yanine F.F.,Facultad de Ingeniería|School of Engineering,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Simón L.,Simón L.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,López-Arana S.,López-Arana S.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Bustos-Arriagada E.,Bustos-Arriagada E.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Cancino-López J.,Cancino-López J.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Castro-Sepulveda M.,Castro-Sepulveda M.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Montalva-Valenzuela F.,Montalva-Valenzuela F.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Mena C.,Mena C.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Cancino J.,Cancino J.,Escuela de Kinesiología|Facultad de Medicina y Salud|Facultad de Odontología,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Cancino-Lopez J.,Cancino-Lopez J.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Castillo-Valenzuela O.,Castillo-Valenzuela O.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Tiscornia C.,Tiscornia C.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Vasquez F.,Vasquez F.,Escuela de Nutrición y Dietética|School of Nutrition and Dietetic,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Lang M.,Lang M.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Lorca-Ponce E.,Lorca-Ponce E.,Escuela de Enfermería|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Vásquez F.,Vásquez F.,Escuela de Nutrición y Dietética|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Pino-Zúñiga J.,Pino-Zúñiga J.,Escuela de Kinesiología|Facultad de Medicina y Salud,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
I-06_autor_con_multiples_unidades,media,Candia-Véjar A.,Candia-Véjar A.,Escuela de Ingeniería Civil Industrial|School of Civil Engineering,afiliación interna variable entre publicaciones,DECLARAR_NO_RESOLVER,,,
E-09_firma_sin_forma_de_persona,alta,Metabolism,Metabolism,sin_inicial_de_nombre (el nombre no contiene ninguna inicial con punto) · publicaciones: 2-s2.0-85199751688,"probable fragmento de cadena de afiliación, no una persona; es la única detección UFT de la publicación en que aparece, que quedaría sin autoría UFT nombrada",NO_RESOLVER_AUTOMATICAMENTE,,,1.0
E-09_firma_sin_forma_de_persona,alta,Movement Sciences (NUTRIM),Movement Sciences (NUTRIM),sin_inicial_de_nombre (el nombre no contiene ninguna inicial con punto) · publicaciones: 2-s2.0-85207388806,"probable fragmento de cadena de afiliación, no una persona; es la única detección UFT de la publicación en que aparece, que quedaría sin autoría UFT nombrada",NO_RESOLVER_AUTOMATICAMENTE,,,1.0
E-09_firma_sin_forma_de_persona,alta,School of Psychology,School of Psychology,firma_repetida_en_publicacion (3 posiciones distintas en 2-s2.0-85151493381) · sin_inicial_de_nombre (el nombre no contiene ninguna inicial con punto) · publicaciones: 2-s2.0-85151493381,"probable fragmento de cadena de afiliación, no una persona; es la única detección UFT de la publicación en que aparece, que quedaría sin autoría UFT nombrada",NO_RESOLVER_AUTOMATICAMENTE,,,1.0
E-09_firma_sin_forma_de_persona,alta,and Senior Lecturer,and Senior Lecturer,posicion_fuera_de_rango (posición 9 de 7 autores en 2-s2.0-85190421197) · sin_inicial_de_nombre (el nombre no contiene ninguna inicial con punto) · publicaciones: 2-s2.0-85190421197,"probable fragmento de cadena de afiliación, no una persona; es la única detección UFT de la publicación en que aparece, que quedaría sin autoría UFT nombrada",NO_RESOLVER_AUTOMATICAMENTE,,,1.0
